Unnamed: 0,cost,fm,fc,scaling,bnds,dev,ct,a_0,cl1sa,lift_gain,cd0sa,cd1sa,m,model_type,dataset,a_s,d_s,cl1fp,lift_shift,drag_shift,cd0fp,cd1fp,is_rnn
0,0.001704514712939,True,True,True,True,0.0,0.0002702497147915,0.0,4.9999998831505845,2.499999467352108,0.0250000024688093,4.549999671676777,58.33864441061217,full,fp,0.2538848252630125,0.2155228370921107,3.6504390444746657,0.0,0.0,0.0225903310414816,2.005680386927045,
0,1.164012038972726e-05,False,False,False,False,0.0,0.0005182046711285,-2.611221534325555e-08,6.4775991851600745,3.238790846815529,0.0323879029030165,5.894582016402646,11.011916615361116,full,fp,0.2618058439659521,0.2618578153176075,4.728637954329018,0.0035330173170812,-0.0050973697760674,0.0322627263156253,2.5912350777846704,
0,0.1662541751948789,False,False,True,True,0.0,0.0002702497147915,0.0,34.58741482251919,17.969619866369488,0.057741836419467,26.75948853028812,58.33864441061217,full,fp,0.2538848252630125,0.2155228370921107,24.72392291161732,0.0,0.0,0.8197000639349197,12.29033939107738,
0,7.435935154023652e-09,True,True,True,False,0.0,0.0002702497147915,0.0,4.999999968286224,2.499999882258628,0.024999999936202,4.549999968205765,11.667728882122434,full,fp,0.2617994112719368,0.2617993458017467,3.6499999803130176,0.0,0.0,0.0250000227073389,1.999999956763204,
0,0.0548147823991729,False,True,False,False,0.0,0.0002702497147915,1.0427230229181312,3.7065947193614464,2.528242176952423,-0.2432691317471311,6.104911730091762,8.584831759107676,full,fp,0.0853360675621555,0.0009697411395217,5.049774623442605,-0.0010312662431252,-0.0343285859397636,0.0252792179314187,4.297805686567039,
0,0.1575807301449583,False,True,True,True,0.0,0.0002702497147915,0.0,34.574595479973006,17.938092078433964,0.0635596550722115,27.01228719903668,58.33864441061217,full,fp,0.2538848252630125,0.2155228370921107,24.743201874976627,0.0,0.0,0.7861051596900877,12.368424661706456,
0,0.0150899529656518,False,True,False,True,0.0,0.0002702497147915,-9.688701965478237e-09,5.0000023130858455,2.500004097644446,0.025000005397128,4.550000525097331,8.500002640347748,full,fp,0.4044174047916422,0.0062448754207437,3.4185873290085453,-0.1804440500331663,0.0177660068800135,0.0,2.794046654784069,
0,0.0573865572863406,True,False,False,True,0.0,0.000407948615788,-0.0001562028034954,5.022012074731671,2.6604183880117125,0.0210577319233471,6.039059690550976,11.667728882122434,full,fp,0.1443395010298845,0.2203575110703926,4.923868767017756,-0.0107460945776454,-0.0019883714120194,0.0,2.857966753155213,
0,0.0081061200887943,True,True,False,True,0.0,0.0002702497147915,-4.7949334093184214e-08,5.000005986466946,2.50000649372251,0.0249994552682947,4.550198061644203,11.667728882122434,full,fp,0.197677446655286,0.6429174639123832,3.6635615390727256,-0.1034968742744309,0.0435152043422012,0.0199668415156882,1.7056762325261856,
0,4.782587673676847e-06,True,False,False,False,0.0,0.0003999903178449,-4.9322962774643366e-08,5.000003760140703,2.500006170268173,0.0249995680227679,4.549966860958827,11.667728882122434,full,fp,0.2617982521941443,0.2618001105913602,3.649999427307655,6.612406997163182e-06,-0.0001499333902815,0.0250033673933019,1.9999971000509769,
0,1.621207480225183e-07,False,True,True,False,0.0,0.0002702497147915,0.0,4.999997084878415,2.4999989451167592,0.0250000076923366,4.549999105342666,8.499994939518825,full,fp,0.2617993380702588,0.2618000683919568,3.64999782187446,0.0,0.0,0.025000329139496,1.999998191547972,
