,t,acc_log[0],acc_log[1],acc_log[2]
0,0.04991745948791593,0.9357309056327068,-0.0196652701632738,0.0
1,0.10024499893188477,0.9327816619494236,-0.0203745887188639,0.0
2,0.14951658248901367,0.9298551056790764,-0.0210790046967788,0.0
3,0.1993863582611084,0.9268532418716592,-0.0218015760448786,0.0
4,0.2501831054687509,0.9237543392952352,-0.0225466702151922,0.0
5,0.30035877227783203,0.9206526277947192,-0.0232903753817934,0.0
6,0.3499431610107422,0.9175478107379114,-0.0240318470617437,0.0
7,0.39969944953918457,0.914392689059366,-0.0247814872292157,0.0
8,0.4499039649963379,0.9111692221353126,-0.0255424606686847,0.0
9,0.499988317489624,0.9079139139716303,-0.0263048848077398,0.0
10,0.5500059127807617,3.320584372769104,-0.0522131978386788,0.0
11,0.6000759601593018,4.06875270826518,-0.0814735481245024,0.0
12,0.6493949890136719,4.054786768152771,-0.0886706906493208,0.0
13,0.7000288963317871,4.039888753087412,-0.0947425654397089,0.0
14,0.7498176097869873,4.0246114021041866,-0.1355697018221277,0.0
15,0.8003642559051514,4.008436674425544,-0.142523698801851,0.0
16,0.8495535850524902,3.9919318846032392,-0.1486423913672729,0.0
17,0.8999550342559814,3.974188061680308,-0.1542462998177326,0.0
18,0.9494767189025879,3.955900080301808,-0.1591538041761759,0.0
19,1.0001270771026611,3.936280571536544,-0.1636159390457542,0.0
20,1.0495092868804932,3.916253981912381,-0.1675337704467981,0.0
21,1.1002180576324463,3.8947698541783895,-0.1712079798011094,0.0
22,1.1495270729064941,3.873033936237667,-0.1745781039550829,0.0
23,1.1996943950653076,3.8488747178431697,-0.2549263138676517,0.0
24,1.249687910079956,3.816306262992595,-0.2734632243647041,0.0
25,1.3002111911773682,3.767572375375853,-0.2542381478924452,0.0
26,1.3502295017242432,3.696206054916469,-0.2171477292683428,0.0
27,1.3998601436615,3.59620741470677,-0.1745357829886741,0.0
28,1.4500834941864014,3.462983969699826,-0.1323039960599018,0.0
29,1.5001802444458008,3.302033893306372,-0.0948838438274236,0.0
30,1.5503394603729248,3.12325075324272,-0.0623055196437703,0.0
31,1.5998930931091309,2.944727840311294,-0.0442734590955957,0.0
32,1.6499361991882324,2.7779466990204744,-0.0377516614135085,-0.4352410717004251
33,1.6997060775756836,2.658927790879833,-0.0491293210680742,-1.0061354890783738
34,1.750209093093872,2.5995791270671407,-0.0748049373521077,-1.0702270041837527
35,1.7998595237731934,2.564780317656918,-0.0989484807623316,-0.9911664756078634
36,1.8501160144805908,2.5337718822678053,-0.1217796469035815,-0.913739748610057
37,1.9002478122711182,2.496869224301265,-0.1430446199435346,-0.8913005935001195
38,1.94972825050354,2.4505543856476675,-0.1629208821612444,-0.9280197308598956
39,2.0002291202545166,2.391583575614994,-0.1823450237694175,-1.016292824024472
40,2.050144910812378,2.3216537057321305,-0.1802922572890088,-1.162053786642444
41,2.1000914573669434,2.259363502097501,-0.1722354072252014,-1.2390393187789874
42,2.150334119796753,2.22210961310033,-0.2022995619088412,-1.1305963113779218
