,t,acc_log[0],acc_log[1],acc_log[2]
0,0.06591415405273438,0.9238138990219786,-0.0225370966471825,0.0
1,0.11416196823120117,0.9208327413882929,-0.0232512379928241,0.0
2,0.15697431564331055,0.9181565495924164,-0.0238893419185226,0.0
3,0.19519948959350586,0.9157426347181848,-0.0244621070660945,0.0
4,0.22997164726257324,0.9135267801967664,-0.0249853084277158,0.0
5,0.27631425857543945,0.9105428009391904,-0.0256876382999711,0.0
6,0.3262975215911865,0.9072862361998856,-0.0264487477521333,0.0
7,0.38107776641845703,0.9036721150460736,-0.0272858290433587,0.0
8,0.4263265132904053,0.9006529846821791,-0.0279763929553401,0.0
9,0.4765584468841553,0.8972649770596726,-0.0287429841299474,0.0
10,0.5266501903533936,0.8938495669795716,-0.0295053091022438,0.0
11,0.5759704113006592,0.8904517986792629,-0.0302524276869642,0.0
12,0.6267848014831543,0.8869157900867631,-0.0310174700630231,0.0
13,0.6766903400421143,0.8834095826912536,-0.031762560790427,0.0
14,0.7265503406524658,0.8798748524283082,-0.0324995258313811,0.0
15,0.7764570713043213,0.8763066356744205,-0.0332284298211194,0.0
16,0.8277583122253418,0.8726090455295424,-0.033967297012107,0.0
17,0.8760020732879639,0.8691063536970374,-0.0346511019948713,0.0
18,0.926344633102417,0.8654269340047361,-0.0353522486739982,0.0
19,0.9806485176086426,0.8614327912636619,-0.0360929464405707,0.0
20,1.0274102687835693,0.8579746882019851,-0.0367166334300934,0.0
21,1.077798843383789,0.8542317366714817,-0.0373729447948846,0.0
22,1.1425981521606445,0.8493980718958312,-0.0381907138554353,0.0
23,1.1847543716430664,0.8462424414856684,-0.0387070133109852,0.0
24,1.2348620891571045,0.8424848262367834,-0.0393024505142976,0.0
25,1.2850725650787354,0.8387145794598496,-0.0398788192223459,0.0
26,1.3261241912841797,0.835629864550827,-0.0403350127434676,0.0
27,1.3822603225708008,0.8314151488220352,-0.0409335496413279,0.0
28,1.4282877445220956,0.8279624263297443,-0.0414041103004811,0.0
29,1.4801554679870605,0.8240805824642455,-0.041910069657958,0.0
30,1.5325801372528076,0.820169499837324,-0.0423951851939534,0.0
31,1.5762708187103271,0.8169207344164713,-0.0427799185809335,0.0
32,1.632082223892212,0.8127930426226826,-0.04324139473822,0.0
33,1.6765854358673096,0.809517949328171,-0.0435880362326556,0.0
34,1.7267298698425293,0.8058513520841855,-0.0439528031806905,0.0
35,1.7782206535339355,0.8021141644394054,-0.0442992503215925,0.0
36,1.826740026473999,0.7986199307253057,-0.0446000595650072,0.0
37,1.8765931129455566,0.7950606225889973,-0.0448821002952456,0.0
38,1.927140235900879,0.7914858036980528,-0.0451399706408478,0.0
39,2.000727891921997,0.7863214049119561,-0.0453950902387677,0.0
40,2.0476157665252686,0.7830283437213952,-0.0454708528302492,0.0
41,2.1018946170806885,0.779209105327007,-0.0455060704317827,0.0
42,2.1607556343078613,0.7750597941124251,-0.0454880399117353,0.0
43,2.1996841430664062,0.7723140858656053,-0.0454567698592156,0.0
44,2.246546983718872,0.7690038651483228,-0.0453898939943188,0.0
45,2.300173759460449,0.7652098795396269,-0.0452803104170821,0.0
46,2.3472602367401123,0.7618753834346453,-0.0451653797260781,0.0
47,2.399277925491333,0.7581865591010029,-0.0450182654608785,0.0
48,2.445070743560791,0.7549364346455335,-0.0448796200101671,0.0
49,2.5341286659240723,0.7485941130260592,-0.0445693318143662,0.0
50,2.5994551181793213,0.743939427084627,-0.0443525369463307,0.0
51,2.648993968963623,0.7404083284721902,-0.0441996243938314,0.0
52,2.682509660720825,0.7380193525325304,-0.0441039509950331,0.0
53,2.7340333461761475,0.7343408952508623,-0.0439693071749884,0.0
54,2.805478572845459,0.7292300746921121,-0.0438165555156178,0.0
55,2.8488080501556396,0.7261321167518227,-0.043745824450111,0.0
56,2.949831247329712,0.7188811406754628,-0.0436711656532103,0.0
57,3.022709608078003,0.7136524262397193,-0.0436854259377961,0.0
58,3.0491018295288086,0.7117625535966235,-0.0437007368203002,0.0
59,3.1141881942749023,0.7070906909048195,-0.0437888540887822,0.0
60,3.143760919570923,0.7049712663224831,-0.0438398866496533,0.0
61,3.1978633403778076,0.70108790059834,-0.0439688649446851,0.0
62,3.2515621185302734,0.6972327727550478,-0.0441303310572267,0.0
63,3.3058691024780273,0.6933334116821182,-0.0443256558296906,0.0
64,3.364863157272339,0.6890963974693427,-0.0445726631426561,0.0
65,3.392005443572998,0.6871505329078151,-0.0446906503206296,0.0
66,3.4302875995635986,0.6844046595982223,-0.0448698213826587,0.0
67,3.478691339492798,0.6809315661669195,-0.0451142269886142,0.0
68,3.538810968399048,0.6766165699081538,-0.0454407115581281,0.0
69,3.6089651584625244,0.6715814715028331,-0.0458436666306,0.0
70,3.6618897914886475,0.6677892309461728,-0.0461493075797155,0.0
71,3.6964516639709473,0.6653167128992195,-0.0463469081195107,0.0
72,3.74406147003174,0.6619104690229088,-0.0466201704897421,0.0
73,3.794903278350832,0.6582754101905088,-0.0469076926792585,0.0
74,3.8296780586242676,0.6557932993177344,-0.0470983868524529,0.0
75,3.8758890628814715,0.6524955961796399,-0.0473451745084857,0.0
76,3.9322707653045654,0.6484744615358902,-0.0476322226133689,0.0
77,3.9943163394927996,0.6440543870757703,-0.0479254467161471,0.0
78,4.030429124832153,0.6414886762449232,-0.0480840249386909,0.0
79,4.081903457641602,0.6378329849014973,-0.0482921060046065,0.0
80,4.1259467601776105,0.6347106818984039,-0.0484537125056039,0.0
81,4.175918340682983,0.6311721018501562,-0.0486168036251948,0.0
