t,acc[0],acc[1],acc[2],speed[0],speed[1],speed[2],omegadot[0],omegadot[1],omegadot[2],omega[0],omega[1],omega[2],q[0],q[1],q[2],q[3],torque[0],torque[1],torque[2],alpha[0],alpha[1],alpha[2],alpha[3],alpha[4],joystick[0],joystick[1],joystick[2],joystick[3],delta[0],delta[1],delta[2],delta[3],rot_speed,takeoff
0.0475242137908935,0.23055985329371936,0.9959916061087233,1.3961952017529027,0.05476294965044583,0.14480937888484455,-0.09993631074326383,0.0,0.0,0.0,0.041983572220994296,-0.10869303954852443,-0.04962654791164707,0.9992844055885526,-0.005751239937176637,-0.0271166933951299,-0.025734897047253076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,150.0,0
0.0961744785308837,-0.9180206831205792,0.16359678253311727,0.21388688203412573,-0.16971355709450478,-0.05270539123318692,-0.050543896110131895,0.0,0.0,0.0,0.13473537608764555,0.030455549833661034,-0.06015622729839166,0.9989798821181304,0.043690400326803165,-0.0008479309373881083,0.011385299980899063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,150.0,0
0.1439299583435058,-0.32526721059177144,0.850808427457251,-0.8606900886462876,-0.0005824852471795732,0.03464034654326767,0.06447578881188751,0.0,0.0,0.0,0.10017491518950591,-0.1064015559674597,0.08426766745811431,0.9997559994773209,0.01072013089521396,-0.0023720384142227324,-0.01916751774366716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,150.0,0
0.2121238708496093,-0.9333307741498266,1.206698427249275,-0.25194451855222105,-0.060874357390178616,-0.02388603767446614,0.1808452096642889,0.0,0.0,0.0,-0.022516811796807038,0.022924299478723646,-0.08876516779419358,0.999969307960602,-0.004928502444215089,-0.002113771842807255,-0.0057118271199999154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,150.0,0
0.2396564483642578,-1.4351676661916006,-0.49182273331270987,-0.5044424251151415,-0.04198190971762541,0.06877550533470103,-0.02623141067737189,0.0,0.0,0.0,-0.015528178635483161,0.06614230736521591,0.017639022046447125,0.9999231856297193,-0.010314289745032398,0.0048596613115236,0.004860242700348153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,150.0,0
0.4976544380187988,-0.14548895345852983,0.2829820068075643,1.0436323414408761,0.03446495554010717,-0.23728795257173282,-0.11120358055796108,0.0,0.0,0.0,0.11865841596319038,0.02115654018888032,-0.012249189479601052,0.9997167005818807,-0.012144077197708797,0.017843018916923636,0.010033276764071697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,150.0,0
0.5932247638702393,0.2694439466032678,-0.4312827942628908,0.09423917706052566,-0.036197830041851224,0.016460136568474712,-0.10601543574046353,0.0,0.0,0.0,-0.048333330258069185,0.005232044517869123,-0.016772093456332796,0.9999380881009664,-0.0028737457030905455,0.002048746221174902,0.010552923269817967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,150.0,0
0.6572577953338623,1.145229281472304,-2.159550307023068,0.22541583135643228,0.07494293445072664,-0.03926827173958508,0.09047092436763988,0.0,0.0,0.0,0.004778311947851744,0.06180741378144393,-0.000788869812050664,0.9997195531562058,-0.01811459434008323,-0.010613062083878022,-0.010956250373833009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,150.0,0
0.7085518836975098,-1.6182930189789606,1.3349477789186601,1.4024770954063415,0.07919411733007192,0.15834957914822215,0.09013176781284012,0.0,0.0,0.0,0.035456149220478864,-0.08890537695205822,-0.0389725589055175,0.9995923757646022,-0.02238582219626942,0.0009268760805384302,0.017694580486872915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,150.0,0
0.7673332691192627,-0.5249615657925587,-2.667108680502213,0.499413935397187,0.13813848433374845,0.010854856521129887,0.053361031181385014,0.0,0.0,0.0,-0.0708282458962634,0.08934376808894529,0.014392105457052233,0.9999374346158169,0.008005633372296445,0.0009155853603353137,0.0077587622527615285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,150.0,0
0.8030545711517334,0.2532858697413245,-0.5562657396715088,0.4686717435289496,-0.0846468987031395,0.10362785284464533,-0.0471130458398894,0.0,0.0,0.0,0.007797249258468087,-0.0074449116277810635,-0.14892980554186527,0.9994983006566089,0.021415572090242623,0.023334149408237415,0.0001942369496268583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,150.0,0
0.8354296684265137,-1.2047355536216722,1.1070594233742763,0.2094624927240724,0.07955741504790509,0.06170764173204947,-0.07060783322065203,0.0,0.0,0.0,-0.01874321965225293,0.042185453332358236,-0.044313630442033375,0.9996220382016631,0.007363854382279868,-0.026443621274715556,0.001513038026014894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,150.0,0
0.88336181640625,-0.04272884656164822,-0.8625318984471616,-0.19421612293859689,-0.021043656889918855,0.22506473829874377,-0.020567704530522417,0.0,0.0,0.0,-0.04978536825322597,0.08406797599978635,-0.09112514538264535,0.9995410915637779,-0.005948842715031925,0.003695823605704973,-0.02947131543923365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,150.0,0
0.9336049556732178,-0.7475539269815729,-0.5779524596967845,2.0970946483872535,0.12100404277708177,0.20951866121320484,0.0457851767444776,0.0,0.0,0.0,0.06884996829121376,0.11474800787651085,-0.02515837706454378,0.9998403638043236,0.0019584473607361748,-0.01775580402719623,-0.00037790861303286854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,150.0,0
0.983668565750122,0.822217424120528,1.2477288672378752,0.25430683593037046,-0.01881860641998654,0.15153282117451633,-0.11875748919088898,0.0,0.0,0.0,-0.13487940000185625,0.11871544343871174,-0.03731665131717204,0.9998229626395927,-0.009215584479181808,-0.006229904582037982,0.015175792242693541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,150.0,0
1.0389282703399658,0.2109101332756338,-0.40821708827643505,0.0887230176619031,0.19618684640930065,-0.06391069119634722,-0.022061215778315522,0.0,0.0,-9.678739618133771e-10,-0.012328953946019778,-0.08885274263693228,0.05458141499402318,0.9997776927492346,0.021020921319853756,0.0012142286309650974,0.0011007255397983832,0.0,0.0,-2.1002864971350286e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,150.0,0
1.0861384868621826,1.0649362865550807,-0.8776759935205486,-1.0999630239235867,0.02393747745021993,0.17934749650849077,0.04486801323402321,-5.400969275882458e-07,8.540875785572992e-07,-3.0238582640577373e-06,-0.010456581598722717,0.10927815768683921,-0.09990076004760118,0.9993293323984572,-0.0083603247643927,-0.019720402047133878,0.029700103046734802,-7.453337600717791e-07,7.174335659881314e-07,-6.5617724330052896e-06,0.0,0.0,0.0005797209408541,-0.0005797209414286,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,150.0,0
1.132218599319458,0.4329767757588976,1.3328136991160828,-0.7822226652506638,0.20038097769074728,-0.02056315448728582,0.09130788230518282,-1.3479915383389574e-06,2.1316614186085736e-06,-1.059627022621085e-05,-0.03256380285171255,0.08765471652986484,0.11917006433188582,0.9996635442644359,0.008792383818560267,-0.007804353200398517,0.023121079701801682,-1.8602283305663744e-06,1.7905955916312018e-06,-2.2993906390877543e-05,0.0004273806036086,0.0004273808823459,0.0004273820731468,-0.000427381449951,0.0004273807431071,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,150.0,0
1.203227996826172,0.43077332780522326,-0.8052758168615128,-0.6061583121192166,0.2956602077282822,0.23760365859657748,-0.05362382369077578,-2.3429207716053064e-06,3.704996472828579e-06,-2.2496671608658877e-05,-0.003432461978104972,-0.21151431178405977,-0.01391331592795832,0.9998555738991473,-0.0023710082769652363,0.01592449881573066,-0.00544242593198812,-3.233230781105861e-06,3.1121970371760064e-06,-4.881777739078975e-05,0.000355464901224,0.0003554656098998,0.0003554808481169,-0.0003554723211672,0.0003554652554059,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,150.0,0
1.253471612930298,1.1260323120499707,0.24849448865976823,-0.864249345340258,0.2319934525248594,-0.04154610820781979,-0.09083749455409824,-4.197761502145299e-06,6.637979446895687e-06,-4.9612385873920895e-05,-0.12262220734843592,-0.05614104122057348,0.03654897453195933,0.9990288279982104,0.025986868587107508,0.035483657633780696,0.0026445284054015575,-5.792912063412251e-06,5.575902735392377e-06,-0.0001076588773464,0.0002926910501208,0.0002926924471371,0.0002927991476449,-0.0002927443910793,0.0002926917488194,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,150.0,0
1.293062448501587,2.534030112843988,-0.26585526357536,-1.3669395508078557,0.3540460448666224,-0.08607582341250354,-0.018849503779546143,-5.71459506728899e-06,9.03586169337216e-06,-7.52485971895361e-05,-0.06487575316673513,-0.10246698535685687,0.00031251365490123106,0.9997859650155568,0.007200565744925361,0.010751125912475068,-0.01614277864801424,-7.886145809105152e-06,7.590123822432615e-06,-0.0001632894559012,0.0002641468766366,0.0002641490521273,0.000264494202434,-0.0002643328046546,0.0002641479643842,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,150.0,0
1.340634822845459,-0.7187943399892414,-0.03455509204681189,0.1307502703199878,0.23303326417940332,0.047503867564411016,0.13478126764655404,-7.020318763869816e-06,1.1098965378549525e-05,-9.921868628016766e-05,-0.010985195562092674,0.08513468706975437,-0.050950630303642615,0.9996927375410376,0.020315284419715966,-0.009891742110135882,-0.010191818516771882,-9.688051087061035e-06,9.3231309179816e-06,-0.0002153045492279,0.0002467289751937,0.0002467318667274,0.000247472075411,-0.0002471473423101,0.0002467304209648,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,150.0,0
1.3899874687194824,0.5560409165942057,0.09172526834331791,1.7991068675560256,0.4379440389274426,0.17568940090374088,0.04737046054218943,-8.716238393786295e-06,1.3776245176298177e-05,-0.0001324149661658,0.03400780859849142,0.05318439769878368,-0.0687836834491391,0.999936019709136,-0.00040276570957944037,-0.010310171809196023,-0.004636229642559635,-1.202843575941763e-05,1.1572045948090468e-05,-0.0002873404765799,0.0002297545719181,0.0002297583376309,0.0002313095243587,-0.0002306691181074,0.0002297564545406,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,150.0,0
1.4326913356781006,0.07893077694464035,0.26330837534688306,-0.13877995553549172,0.4794228851023881,0.008344980797124795,-0.0430242225400587,-1.0630165801933475e-05,1.6792688222233734e-05,-0.000171911676662,-0.07542617908213492,-0.020176930141796653,0.03287350574552015,0.9997429947291834,-0.021303316996695663,0.0006744147971176062,0.007723881119205692,-1.4669686811525912e-05,1.4105858106676336e-05,-0.0003730483383566,0.0002153923526855,0.0002153970874853,0.0002183783987962,-0.0002172133940242,0.0002153947200984,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,150.0,0
1.483004808425903,-0.6842719937877957,1.9448088386829563,-1.0622914351125665,0.47955563950532554,0.004989422858519067,-0.04404675867680488,-1.2431948439977553e-05,1.9625289111248328e-05,-0.0002102253178992,-0.0191423170303613,-0.06590203235639262,-0.11720293794375214,0.9997516814828151,0.020786655783206504,0.0015632777021707955,0.007876958579294692,-1.7156194397605262e-05,1.6485242853448596e-05,-0.0004561889398414,0.000204924664469,0.0002049303226504,0.0002098755013641,-0.0002080271716939,0.0002049274930375,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,150.0,0
1.5323090553283691,1.2358175018745892,-1.277244160669022,-0.6184184156971829,0.5241134878467355,0.18709359389609034,-0.04094288269701629,-1.4762995802452936e-05,2.327733348906305e-05,-0.0002602628554892,-0.00033114611143947184,-0.018991735162690634,-0.11857272273364265,0.9995473897005304,0.004701112062550242,-0.008473028772216895,-0.028480222465017333,-2.037313063782932e-05,1.955296013081296e-05,-0.0005647703964117,0.0001943568648326,0.0001943636326376,0.0002026929949576,-0.0001997221788415,0.0001943602487646,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,150.0,0
1.5830085277557373,-0.14751296902693833,-1.635502475256428,1.4463259931561185,0.7295568898153779,-0.030838335050096744,0.08047960515779426,-1.73316372803614e-05,2.7282150664294745e-05,-0.0003143785591711,-0.05338929409861293,0.09170548943253591,-0.1312835318935256,0.9997963463313824,-0.007359181450666825,-0.009000636670230877,-0.016495358447919644,-2.391800010615912e-05,2.2917006558007583e-05,-0.0006822014734013,0.0001854448267975,0.0001854527519679,0.0001986267403896,-0.0001941281969622,0.000185448789425,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,150.0,0
1.6326282024383545,1.3930341899033012,0.6709732885160239,-0.8203052335736352,0.569542845443157,-0.03875806691717084,0.012341827952394883,-2.0366331649013094e-05,3.198682876792587e-05,-0.0003751895601562,0.006143619444793721,0.011707123447171354,0.06660795553677219,0.9988360370460942,-0.03530671350904562,0.02337800969361381,-0.023097093800065863,-2.810610833445752e-05,2.686893616505773e-05,-0.0008141613455391,0.000177453481259,0.0001774626523041,0.0001975822184307,-0.000191000506571,0.000177458066528,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,150.0,0
1.68605637550354,0.0702489148726112,-0.5924573126096521,-0.8390783253939161,0.724537205826634,0.028608437326510385,-0.0015426747981147782,-2.3860078753018428e-05,3.737090787365841e-05,-0.0004396634367553,-0.060741736035866946,-0.012350867224571132,0.09927740655271738,0.9989384759715256,0.015352732359935142,0.006904818822534242,0.042878179879713374,-3.292781904758952e-05,3.139156261387306e-05,-0.000954069657759,0.0001705592770703,0.0001705697300492,0.0001998399314375,-0.0001906480317352,0.0001705645033144,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,150.0,0
1.7359936237335205,-0.09865800656989343,0.24641999461482889,0.14984744299050695,0.7067852519033453,0.01549845388538269,-0.09450101377140481,-2.8391506945672225e-05,4.4314714514323694e-05,-0.0005144186417844,-0.11822488371606843,-0.07558986584244778,-0.10425757921386247,0.9995720720464288,0.0002822205877176803,-0.0043119481195954545,-0.028930956426682596,-3.918172988717317e-05,3.72243601920319e-05,-0.0011162884526722,0.000163972050254,0.0001639839278498,0.0002060433522824,-0.0001933834215164,0.0001639779881439,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,150.0,0
1.7867469787597656,2.007101233483877,0.03930392189399532,-0.36265119709002835,0.836940550547714,-0.0907189536846371,0.04192417426713729,-3.358039948869404e-05,5.222692400606652e-05,-0.0005891024671722,-0.011507896864893867,-0.07225537211776172,-0.009821176007181047,0.9995240589560664,0.009289590301401269,-0.0027304189306258664,-0.029289996457589396,-4.6343140102820906e-05,4.387061616509588e-05,-0.0012783523537638,0.0001584661366802,0.0001584794133056,0.0002156565794678,-0.0001990805115623,0.0001584727740811,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,150.0,0
1.8328511714935305,1.329833086681098,0.407672611029514,-0.7461877752624072,0.8200317950729648,-0.06873503727586612,-0.03416862352726745,-4.004455121563967e-05,6.20458079800818e-05,-0.000669577779198,-0.09587939767655222,-0.03422398884284109,-0.056732328456489955,0.9999725083185027,0.0019066307604844823,0.006623583530027677,0.0027341374445473327,-5.5264735754516765e-05,5.211847870326872e-05,-0.0014529837808598,0.00015341285486,0.0001534276013671,0.0002292631549036,-0.0002080304266521,0.0001534202268434,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,150.0,0
1.8924427032470703,1.5381850505720105,0.8920356508769243,-0.7970782987638165,0.8393467773260551,0.07647244656687566,-0.1259928116778912,-4.7196156744320336e-05,7.287426712994359e-05,-0.0007464838255778,-0.18155321658051563,-0.056718932834270104,-0.029857230051034463,0.999590811215183,0.018466890267819343,0.0020588714691336385,0.021747302046039314,-6.513530546037014e-05,6.121438438915262e-05,-0.0016198699015039,0.0001492308621816,0.0001492470008515,0.0002451091648551,-0.0002189895104908,0.0001492389317347,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,150.0,0
1.939513921737671,0.5594301861871473,1.111144260542457,0.3092508547752209,1.0461680257314723,0.12087508257875833,-0.02076330592138592,-5.856120773582685e-05,9.003515542476118e-05,-0.000851010644872,-0.001195052532351828,0.1343235604558995,0.049657276307295176,0.9994485875107557,-0.02231539960112652,0.0006226893173171266,0.024579587494735395,-8.082151020653393e-05,7.56295305567994e-05,-0.0018466930993723,0.0001443261882371,0.0001443441320858,0.0002701923681407,-0.0002368788205992,0.0001443351589019,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,150.0,0
2.0151829719543457,1.2798504317005241,-0.11341109978858514,-0.4858403222256569,1.1961974825923825,-0.010688872180325274,0.2252257817781929,-6.957023114609533e-05,0.0001066023767633,-0.0009373770234685,0.002892339124219902,-0.08416762002063191,0.1321332282577219,0.9999597712966679,-0.00394449368017926,0.0031751954444807495,0.007403707977189364,-9.601671579366515e-05,8.954599648119679e-05,-0.0020341081409266,0.0001408055232754,0.0001408249808226,0.0002940507933813,-0.0002540771723818,0.0001408152512025,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,150.0,0
2.055821418762207,1.2833129510771297,2.415853627227219,0.47786952795952903,1.2952944185855215,-0.026808984620389015,0.1463116207648507,-9.159889954757716e-05,0.0001396529171922,-0.0010828310092321,-0.07519695258436329,-0.030432505182442716,-0.11340063473431064,0.999840677360727,-0.00665051566798389,-0.012461563941960296,0.010913292826329178,-0.0001264225226055,0.0001173084504415,-0.0023497432900336,0.00013573938456,0.0001357612520176,0.0003390499050051,-0.0002867732109116,0.0001357503162756,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,150.0,0
2.1089112758636475,1.531010940117863,-0.338255242397286,0.8808706818369139,1.1041460335958186,-0.0426538647995154,-0.03218719329993456,-0.0001059965046654,0.000161137011038,-0.001163990444956,-0.15673186925378943,0.05078563451286543,-0.22936974937315832,0.999480462347258,-0.020346320576847206,0.0028334343255823624,-0.024835544588723567,-0.0001462962079179,0.0001353550892719,-0.0025258592655546,0.0001332961943174,0.0001333195084606,0.0003672408534648,-0.0003068910254864,0.000133307850233,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,150.0,0
2.151930570602417,1.0905015779735112,1.613002816727926,1.529020387505346,1.3389301203699675,-0.08110420758796907,-0.14011513005317813,-0.0001278525636363,0.000193634950903,-0.0012729778965932,0.030601480037256677,-0.01641294518749566,0.08730442272090075,0.9999020546288573,-0.007734743444766362,0.008313718891522548,0.008181501758633896,-0.0001764660529561,0.0001626533587585,-0.0027623620356072,0.0001304022182721,0.0001304274721195,0.000407944463034,-0.0003356836626209,0.0001304148436788,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,150.0,0
