,t,acc_log[0],acc_log[1],acc_log[2]
0,0.06591415405273438,0.2196062781547076,1.419016177380188,-0.8905129169454568
1,0.11416196823120117,0.3177758884063374,0.0533968274155923,-0.7293773472500427
2,0.15697431564331055,1.4433182655218215,0.5665048544831408,-0.1885119609497752
3,0.19519948959350586,0.9325214505018572,1.7563488817684143,-0.2450714411535738
4,0.22997164726257324,1.5123700307865446,-0.7576137694686378,-1.110581129534484
5,0.27631425857543945,1.470592223651169,0.5684417308238083,-1.014161379724736
6,0.3262975215911865,2.267322318826039,0.1684902734473295,-1.0800722479102771
7,0.38107776641845703,1.8786745234990647,0.2270296547351163,-0.5157634120334825
8,0.4263265132904053,0.5016583968289337,1.125859241120302,-1.312732476981889
9,0.4765584468841553,-0.433849884374798,0.2143353769978923,-1.6808079772681086
10,0.5266501903533936,1.1534957879553884,0.1744326479737367,1.8554447916462045
11,0.5759704113006592,0.480885219387605,0.0690209368347723,-1.888949803912341
12,0.6267848014831543,0.7214303831367207,-0.8117640421678027,-0.4475063728593557
13,0.6766903400421143,0.5461102036071314,0.5860385319239532,1.072514182106037
14,0.7265503406524658,-0.1885663852670875,0.6221827605292807,-0.486401916541284
15,0.7764570713043213,1.4086107294375525,-0.4887924687564145,0.3911069538377623
16,0.8277583122253418,0.6712233455672968,-0.3777862306842205,0.6066510152896161
17,0.8760020732879639,0.7902964013826193,-0.614204262073674,-1.1837724326593135
18,0.926344633102417,2.8259259614614085,0.8719736406614087,-1.4235249618434134
19,0.9806485176086426,0.9504042002917962,-0.942510695843062,1.2767251703943991
20,1.0274102687835693,1.0025088156886,-0.4481543300883069,1.3261029015404346
21,1.077798843383789,0.6341915328519516,1.636708371162886,0.030851718127541
22,1.1425981521606445,2.2928138529180706,1.1632399022900368,0.2504301779258269
23,1.1847543716430664,0.4660064264212198,-0.8409518556482527,-1.9844681480982225
24,1.2348620891571045,0.6627158938245142,-3.02857269207936,-0.5573168632670839
25,1.2850725650787354,0.3449012672595931,1.9667111114004352,-2.131990989224555
26,1.3261241912841797,0.081568838202902,-0.9053737965003272,0.8406039722790373
27,1.3822603225708008,1.5258578240243204,1.1944709630653267,-1.755629920698381
28,1.4282877445220956,-0.4395359198666784,-3.4305471459244843,-0.1127764261156007
29,1.4801554679870605,1.2019816701072,-1.325976633148891,-1.4153735054399832
30,1.5325801372528076,1.7231939755919554,-0.3852214599567535,-0.4297014830210056
